Entity,Code,Date,Daily new confirmed deaths due to COVID-19 per million people (deaths per million)
Afghanistan,AFG,31-Dec-19,0
Afghanistan,AFG,1-Jan-20,0
Afghanistan,AFG,2-Jan-20,0
Afghanistan,AFG,3-Jan-20,0
Afghanistan,AFG,4-Jan-20,0
Afghanistan,AFG,5-Jan-20,0
Afghanistan,AFG,6-Jan-20,0
Afghanistan,AFG,7-Jan-20,0
Afghanistan,AFG,8-Jan-20,0
Afghanistan,AFG,9-Jan-20,0
Afghanistan,AFG,10-Jan-20,0
Afghanistan,AFG,11-Jan-20,0
Afghanistan,AFG,12-Jan-20,0
Afghanistan,AFG,13-Jan-20,0
Afghanistan,AFG,14-Jan-20,0
Afghanistan,AFG,15-Jan-20,0
Afghanistan,AFG,16-Jan-20,0
Afghanistan,AFG,17-Jan-20,0
Afghanistan,AFG,18-Jan-20,0
Afghanistan,AFG,19-Jan-20,0
Afghanistan,AFG,20-Jan-20,0
Afghanistan,AFG,21-Jan-20,0
Afghanistan,AFG,22-Jan-20,0
Afghanistan,AFG,23-Jan-20,0
Afghanistan,AFG,24-Jan-20,0
Afghanistan,AFG,25-Jan-20,0
Afghanistan,AFG,26-Jan-20,0
Afghanistan,AFG,27-Jan-20,0
Afghanistan,AFG,28-Jan-20,0
Afghanistan,AFG,29-Jan-20,0
Afghanistan,AFG,30-Jan-20,0
Afghanistan,AFG,31-Jan-20,0
Afghanistan,AFG,1-Feb-20,0
Afghanistan,AFG,2-Feb-20,0
Afghanistan,AFG,3-Feb-20,0
Afghanistan,AFG,4-Feb-20,0
Afghanistan,AFG,5-Feb-20,0
Afghanistan,AFG,6-Feb-20,0
Afghanistan,AFG,7-Feb-20,0
Afghanistan,AFG,8-Feb-20,0
Afghanistan,AFG,9-Feb-20,0
Afghanistan,AFG,10-Feb-20,0
Afghanistan,AFG,11-Feb-20,0
Afghanistan,AFG,12-Feb-20,0
Afghanistan,AFG,13-Feb-20,0
Afghanistan,AFG,14-Feb-20,0
Afghanistan,AFG,15-Feb-20,0
Afghanistan,AFG,16-Feb-20,0
Afghanistan,AFG,17-Feb-20,0
Afghanistan,AFG,18-Feb-20,0
Afghanistan,AFG,19-Feb-20,0
Afghanistan,AFG,20-Feb-20,0
Afghanistan,AFG,21-Feb-20,0
Afghanistan,AFG,22-Feb-20,0
Afghanistan,AFG,23-Feb-20,0
Afghanistan,AFG,24-Feb-20,0
Afghanistan,AFG,25-Feb-20,0
Afghanistan,AFG,26-Feb-20,0
Afghanistan,AFG,27-Feb-20,0
Afghanistan,AFG,28-Feb-20,0
Afghanistan,AFG,29-Feb-20,0
Afghanistan,AFG,1-Mar-20,0
Afghanistan,AFG,2-Mar-20,0
Afghanistan,AFG,8-Mar-20,0
Afghanistan,AFG,11-Mar-20,0
Afghanistan,AFG,15-Mar-20,0
Afghanistan,AFG,16-Mar-20,0
Afghanistan,AFG,17-Mar-20,0
Afghanistan,AFG,18-Mar-20,0
Afghanistan,AFG,19-Mar-20,0
Afghanistan,AFG,20-Mar-20,0
Afghanistan,AFG,21-Mar-20,0
Afghanistan,AFG,22-Mar-20,0
Afghanistan,AFG,23-Mar-20,0
Afghanistan,AFG,24-Mar-20,0.026
Afghanistan,AFG,25-Mar-20,0
Afghanistan,AFG,26-Mar-20,0
Afghanistan,AFG,27-Mar-20,0
Afghanistan,AFG,28-Mar-20,0.026
Afghanistan,AFG,29-Mar-20,0.026
Afghanistan,AFG,30-Mar-20,0.026
Afghanistan,AFG,31-Mar-20,0
Afghanistan,AFG,1-Apr-20,0
Afghanistan,AFG,2-Apr-20,0
Afghanistan,AFG,3-Apr-20,0
Afghanistan,AFG,4-Apr-20,0
Afghanistan,AFG,5-Apr-20,0.026
Afghanistan,AFG,6-Apr-20,0.051
Afghanistan,AFG,7-Apr-20,0
Afghanistan,AFG,8-Apr-20,0.103
Afghanistan,AFG,9-Apr-20,0.077
Afghanistan,AFG,10-Apr-20,0.026
Afghanistan,AFG,11-Apr-20,0
Afghanistan,AFG,12-Apr-20,0.077
Afghanistan,AFG,13-Apr-20,0
Afghanistan,AFG,14-Apr-20,0.077
Afghanistan,AFG,15-Apr-20,0.051
Afghanistan,AFG,16-Apr-20,0.051
Afghanistan,AFG,17-Apr-20,0.103
Afghanistan,AFG,18-Apr-20,0.026
Afghanistan,AFG,19-Apr-20,0
Afghanistan,AFG,20-Apr-20,0.077
Afghanistan,AFG,21-Apr-20,0.051
Afghanistan,AFG,22-Apr-20,0.026
Afghanistan,AFG,23-Apr-20,0.103
Afghanistan,AFG,24-Apr-20,0.051
Afghanistan,AFG,25-Apr-20,0.026
Afghanistan,AFG,26-Apr-20,0.103
Afghanistan,AFG,27-Apr-20,0.257
Afghanistan,AFG,28-Apr-20,0
Afghanistan,AFG,29-Apr-20,0.077
Afghanistan,AFG,30-Apr-20,0
Afghanistan,AFG,1-May-20,0.103
Afghanistan,AFG,2-May-20,0.103
Afghanistan,AFG,3-May-20,0.103
Afghanistan,AFG,4-May-20,0.334
Afghanistan,AFG,5-May-20,0.128
Afghanistan,AFG,6-May-20,0.128
Afghanistan,AFG,7-May-20,0.231
Afghanistan,AFG,8-May-20,0.051
Afghanistan,AFG,9-May-20,0.077
Afghanistan,AFG,10-May-20,0.154
Afghanistan,AFG,11-May-20,0.128
Afghanistan,AFG,12-May-20,0.051
Afghanistan,AFG,13-May-20,0.128
Afghanistan,AFG,14-May-20,0.077
Afghanistan,AFG,15-May-20,0.154
Afghanistan,AFG,16-May-20,0.822
Afghanistan,AFG,17-May-20,0
Afghanistan,AFG,18-May-20,0.026
Afghanistan,AFG,19-May-20,0.103
Afghanistan,AFG,20-May-20,0.128
Afghanistan,AFG,21-May-20,0.231
Afghanistan,AFG,22-May-20,0.154
Afghanistan,AFG,23-May-20,0.308
Afghanistan,AFG,24-May-20,0.283
Afghanistan,AFG,25-May-20,0.051
Afghanistan,AFG,26-May-20,0.026
Afghanistan,AFG,27-May-20,0.026
Afghanistan,AFG,28-May-20,0.18
Afghanistan,AFG,29-May-20,0.206
Afghanistan,AFG,30-May-20,0.283
Afghanistan,AFG,31-May-20,0.077
Afghanistan,AFG,1-Jun-20,0.206
Afghanistan,AFG,2-Jun-20,0.206
Afghanistan,AFG,3-Jun-20,0.128
Afghanistan,AFG,4-Jun-20,0.617
Afghanistan,AFG,5-Jun-20,0.154
Afghanistan,AFG,6-Jun-20,0.231
Afghanistan,AFG,7-Jun-20,0.462
Afghanistan,AFG,8-Jun-20,0.771
Afghanistan,AFG,9-Jun-20,0.308
Afghanistan,AFG,10-Jun-20,0.385
Afghanistan,AFG,11-Jun-20,0.539
Afghanistan,AFG,12-Jun-20,0.539
Afghanistan,AFG,13-Jun-20,0.514
Afghanistan,AFG,14-Jun-20,0.128
Afghanistan,AFG,15-Jun-20,0.514
Afghanistan,AFG,16-Jun-20,0.18
Afghanistan,AFG,17-Jun-20,0.334
Afghanistan,AFG,18-Jun-20,0.334
Afghanistan,AFG,19-Jun-20,1.079
Afghanistan,AFG,20-Jun-20,0.051
Afghanistan,AFG,21-Jun-20,0.539
Afghanistan,AFG,22-Jun-20,0.308
Afghanistan,AFG,23-Jun-20,0.437
Afghanistan,AFG,24-Jun-20,0.514
Afghanistan,AFG,25-Jun-20,0.539
Afghanistan,AFG,26-Jun-20,0.925
Afghanistan,AFG,27-Jun-20,0.206
Afghanistan,AFG,28-Jun-20,0.514
Afghanistan,AFG,29-Jun-20,0.462
Afghanistan,AFG,30-Jun-20,0.308
Afghanistan,AFG,1-Jul-20,0.334
Afghanistan,AFG,2-Jul-20,0.719
Afghanistan,AFG,3-Jul-20,0.848
Afghanistan,AFG,4-Jul-20,0.308
Afghanistan,AFG,5-Jul-20,0.18
Afghanistan,AFG,6-Jul-20,0.976
Afghanistan,AFG,7-Jul-20,1.439
Afghanistan,AFG,8-Jul-20,0.411
Afghanistan,AFG,9-Jul-20,0.026
Afghanistan,AFG,10-Jul-20,0.514
Afghanistan,AFG,11-Jul-20,0.95
Afghanistan,AFG,12-Jul-20,0.411
Afghanistan,AFG,13-Jul-20,0
Afghanistan,AFG,14-Jul-20,0.051
Afghanistan,AFG,15-Jul-20,0.848
Afghanistan,AFG,16-Jul-20,1.259
Afghanistan,AFG,17-Jul-20,0.539
Afghanistan,AFG,18-Jul-20,0.822
Afghanistan,AFG,19-Jul-20,0.437
Afghanistan,AFG,20-Jul-20,0.437
Afghanistan,AFG,21-Jul-20,0.128
Afghanistan,AFG,22-Jul-20,0.103
Afghanistan,AFG,23-Jul-20,0.539
Afghanistan,AFG,24-Jul-20,0
Afghanistan,AFG,25-Jul-20,0.899
Afghanistan,AFG,26-Jul-20,0.334
Afghanistan,AFG,27-Jul-20,0.257
Afghanistan,AFG,28-Jul-20,0.026
Afghanistan,AFG,29-Jul-20,0.026
Afghanistan,AFG,30-Jul-20,0
Afghanistan,AFG,31-Jul-20,0
Afghanistan,AFG,1-Aug-20,0.308
Afghanistan,AFG,2-Aug-20,0
Afghanistan,AFG,3-Aug-20,0.026
Afghanistan,AFG,4-Aug-20,0.103
Afghanistan,AFG,5-Aug-20,0.154
Afghanistan,AFG,6-Aug-20,0.103
Afghanistan,AFG,7-Aug-20,0
Afghanistan,AFG,8-Aug-20,0.231
Afghanistan,AFG,9-Aug-20,0.128
Albania,ALB,9-Mar-20,0
Albania,ALB,10-Mar-20,0
Albania,ALB,11-Mar-20,0
Albania,ALB,12-Mar-20,0.347
Albania,ALB,13-Mar-20,0
Albania,ALB,14-Mar-20,0
Albania,ALB,15-Mar-20,0
Albania,ALB,16-Mar-20,0
Albania,ALB,17-Mar-20,0
Albania,ALB,18-Mar-20,0
Albania,ALB,19-Mar-20,0.347
Albania,ALB,20-Mar-20,0
Albania,ALB,21-Mar-20,0
Albania,ALB,22-Mar-20,0
Albania,ALB,23-Mar-20,0
Albania,ALB,24-Mar-20,0.695
Albania,ALB,25-Mar-20,0.347
Albania,ALB,26-Mar-20,0
Albania,ALB,27-Mar-20,0.347
Albania,ALB,28-Mar-20,1.042
Albania,ALB,29-Mar-20,0.347
Albania,ALB,30-Mar-20,0
Albania,ALB,31-Mar-20,0.695
Albania,ALB,1-Apr-20,1.042
Albania,ALB,2-Apr-20,0
Albania,ALB,3-Apr-20,0.347
Albania,ALB,4-Apr-20,0.347
Albania,ALB,5-Apr-20,0.695
Albania,ALB,6-Apr-20,0.695
Albania,ALB,7-Apr-20,0.347
Albania,ALB,8-Apr-20,0
Albania,ALB,9-Apr-20,0
Albania,ALB,10-Apr-20,0.347
Albania,ALB,11-Apr-20,0
Albania,ALB,12-Apr-20,0
Albania,ALB,13-Apr-20,0
Albania,ALB,14-Apr-20,0
Albania,ALB,15-Apr-20,0.347
Albania,ALB,16-Apr-20,0.347
Albania,ALB,17-Apr-20,0.347
Albania,ALB,18-Apr-20,0
Albania,ALB,19-Apr-20,0
Albania,ALB,20-Apr-20,0
Albania,ALB,21-Apr-20,0
Albania,ALB,22-Apr-20,0
Albania,ALB,23-Apr-20,0.347
Albania,ALB,24-Apr-20,0
Albania,ALB,25-Apr-20,0
Albania,ALB,26-Apr-20,0
Albania,ALB,27-Apr-20,0.347
Albania,ALB,28-Apr-20,0
Albania,ALB,29-Apr-20,0.695
Albania,ALB,30-Apr-20,0.347
Albania,ALB,1-May-20,0
Albania,ALB,2-May-20,0
Albania,ALB,3-May-20,0
Albania,ALB,4-May-20,0
Albania,ALB,5-May-20,0
Albania,ALB,6-May-20,0
Albania,ALB,7-May-20,0
Albania,ALB,8-May-20,0
Albania,ALB,9-May-20,0
Albania,ALB,10-May-20,0
Albania,ALB,11-May-20,0
Albania,ALB,12-May-20,0
Albania,ALB,13-May-20,0
Albania,ALB,14-May-20,0
Albania,ALB,15-May-20,0
Albania,ALB,16-May-20,0
Albania,ALB,17-May-20,0
Albania,ALB,18-May-20,0
Albania,ALB,19-May-20,0
Albania,ALB,20-May-20,0
Albania,ALB,21-May-20,0
Albania,ALB,22-May-20,0
Albania,ALB,23-May-20,0
Albania,ALB,24-May-20,0
Albania,ALB,25-May-20,0.347
Albania,ALB,26-May-20,0
Albania,ALB,27-May-20,0.347
Albania,ALB,28-May-20,0
Albania,ALB,29-May-20,0
Albania,ALB,30-May-20,0
Albania,ALB,31-May-20,0
Albania,ALB,1-Jun-20,0
Albania,ALB,2-Jun-20,0
Albania,ALB,3-Jun-20,0
Albania,ALB,4-Jun-20,0
Albania,ALB,5-Jun-20,0
Albania,ALB,6-Jun-20,0
Albania,ALB,7-Jun-20,0.347
Albania,ALB,8-Jun-20,0
Albania,ALB,9-Jun-20,0
Albania,ALB,10-Jun-20,0
Albania,ALB,11-Jun-20,0
Albania,ALB,12-Jun-20,0.347
Albania,ALB,13-Jun-20,0.347
Albania,ALB,14-Jun-20,0
Albania,ALB,15-Jun-20,0
Albania,ALB,16-Jun-20,0
Albania,ALB,17-Jun-20,0.347
Albania,ALB,18-Jun-20,0.347
Albania,ALB,19-Jun-20,0.347
Albania,ALB,20-Jun-20,1.042
Albania,ALB,21-Jun-20,0.347
Albania,ALB,22-Jun-20,0.347
Albania,ALB,23-Jun-20,0
Albania,ALB,24-Jun-20,0.347
Albania,ALB,25-Jun-20,0.695
Albania,ALB,26-Jun-20,0.695
Albania,ALB,27-Jun-20,0.695
Albania,ALB,28-Jun-20,0.695
Albania,ALB,29-Jun-20,0.695
Albania,ALB,30-Jun-20,1.042
Albania,ALB,1-Jul-20,1.39
Albania,ALB,2-Jul-20,1.042
Albania,ALB,3-Jul-20,1.39
Albania,ALB,4-Jul-20,1.042
Albania,ALB,5-Jul-20,0.695
Albania,ALB,6-Jul-20,0.695
Albania,ALB,7-Jul-20,1.042
Albania,ALB,8-Jul-20,0.695
Albania,ALB,9-Jul-20,0.695
Albania,ALB,10-Jul-20,0
Albania,ALB,11-Jul-20,0.695
Albania,ALB,12-Jul-20,1.39
Albania,ALB,13-Jul-20,1.39
Albania,ALB,14-Jul-20,0.695
Albania,ALB,15-Jul-20,0.695
Albania,ALB,16-Jul-20,1.39
Albania,ALB,17-Jul-20,1.042
Albania,ALB,18-Jul-20,1.042
Albania,ALB,19-Jul-20,1.39
Albania,ALB,20-Jul-20,0.347
Albania,ALB,21-Jul-20,0.347
Albania,ALB,22-Jul-20,1.39
Albania,ALB,23-Jul-20,1.042
Albania,ALB,24-Jul-20,1.042
Albania,ALB,25-Jul-20,1.737
Albania,ALB,26-Jul-20,2.085
Albania,ALB,27-Jul-20,1.39
Albania,ALB,28-Jul-20,2.085
Albania,ALB,29-Jul-20,1.39
Albania,ALB,30-Jul-20,0.695
Albania,ALB,31-Jul-20,1.39
Albania,ALB,1-Aug-20,1.042
Albania,ALB,2-Aug-20,1.39
Albania,ALB,3-Aug-20,1.737
Albania,ALB,4-Aug-20,2.085
Albania,ALB,5-Aug-20,1.39
Albania,ALB,6-Aug-20,2.085
Albania,ALB,7-Aug-20,2.085
Albania,ALB,8-Aug-20,0.347
Albania,ALB,9-Aug-20,1.39
Algeria,DZA,31-Dec-19,0
Algeria,DZA,1-Jan-20,0
Algeria,DZA,2-Jan-20,0
Algeria,DZA,3-Jan-20,0
Algeria,DZA,4-Jan-20,0
Algeria,DZA,5-Jan-20,0
Algeria,DZA,6-Jan-20,0
Algeria,DZA,7-Jan-20,0
Algeria,DZA,8-Jan-20,0
Algeria,DZA,9-Jan-20,0
Algeria,DZA,10-Jan-20,0
Algeria,DZA,11-Jan-20,0
Algeria,DZA,12-Jan-20,0
Algeria,DZA,13-Jan-20,0
Algeria,DZA,14-Jan-20,0
Algeria,DZA,15-Jan-20,0
Algeria,DZA,16-Jan-20,0
Algeria,DZA,17-Jan-20,0
Algeria,DZA,18-Jan-20,0
Algeria,DZA,19-Jan-20,0
Algeria,DZA,20-Jan-20,0
Algeria,DZA,21-Jan-20,0
Algeria,DZA,22-Jan-20,0
Algeria,DZA,23-Jan-20,0
Algeria,DZA,24-Jan-20,0
Algeria,DZA,25-Jan-20,0
Algeria,DZA,26-Jan-20,0
Algeria,DZA,27-Jan-20,0
Algeria,DZA,28-Jan-20,0
Algeria,DZA,29-Jan-20,0
Algeria,DZA,30-Jan-20,0
Algeria,DZA,31-Jan-20,0
Algeria,DZA,1-Feb-20,0
Algeria,DZA,2-Feb-20,0
Algeria,DZA,3-Feb-20,0
Algeria,DZA,4-Feb-20,0
Algeria,DZA,5-Feb-20,0
Algeria,DZA,6-Feb-20,0
Algeria,DZA,7-Feb-20,0
Algeria,DZA,8-Feb-20,0
Algeria,DZA,9-Feb-20,0
Algeria,DZA,10-Feb-20,0
Algeria,DZA,11-Feb-20,0
Algeria,DZA,12-Feb-20,0
Algeria,DZA,13-Feb-20,0
Algeria,DZA,14-Feb-20,0
Algeria,DZA,15-Feb-20,0
Algeria,DZA,16-Feb-20,0
Algeria,DZA,17-Feb-20,0
Algeria,DZA,18-Feb-20,0
Algeria,DZA,19-Feb-20,0
Algeria,DZA,20-Feb-20,0
Algeria,DZA,21-Feb-20,0
Algeria,DZA,22-Feb-20,0
Algeria,DZA,23-Feb-20,0
Algeria,DZA,24-Feb-20,0
Algeria,DZA,25-Feb-20,0
Algeria,DZA,26-Feb-20,0
Algeria,DZA,27-Feb-20,0
Algeria,DZA,28-Feb-20,0
Algeria,DZA,29-Feb-20,0
Algeria,DZA,1-Mar-20,0
Algeria,DZA,2-Mar-20,0
Algeria,DZA,4-Mar-20,0
Algeria,DZA,5-Mar-20,0
Algeria,DZA,6-Mar-20,0
Algeria,DZA,9-Mar-20,0
Algeria,DZA,12-Mar-20,0
Algeria,DZA,13-Mar-20,0.023
Algeria,DZA,14-Mar-20,0.023
Algeria,DZA,15-Mar-20,0
Algeria,DZA,16-Mar-20,0.046
Algeria,DZA,17-Mar-20,0
Algeria,DZA,18-Mar-20,0.023
Algeria,DZA,19-Mar-20,0.023
Algeria,DZA,20-Mar-20,0.023
Algeria,DZA,21-Mar-20,0.068
Algeria,DZA,22-Mar-20,0.114
Algeria,DZA,23-Mar-20,0.046
Algeria,DZA,24-Mar-20,0
Algeria,DZA,25-Mar-20,0.046
Algeria,DZA,26-Mar-20,0.046
Algeria,DZA,27-Mar-20,0.091
Algeria,DZA,28-Mar-20,0.023
Algeria,DZA,29-Mar-20,0.068
Algeria,DZA,30-Mar-20,0.046
Algeria,DZA,31-Mar-20,0.091
Algeria,DZA,1-Apr-20,0.205
Algeria,DZA,2-Apr-20,0.319
Algeria,DZA,3-Apr-20,0.114
Algeria,DZA,4-Apr-20,0.958
Algeria,DZA,5-Apr-20,0.57
Algeria,DZA,6-Apr-20,0.502
Algeria,DZA,7-Apr-20,0.479
Algeria,DZA,8-Apr-20,0.456
Algeria,DZA,9-Apr-20,0.274
Algeria,DZA,10-Apr-20,0.684
Algeria,DZA,11-Apr-20,0.479
Algeria,DZA,12-Apr-20,0.433
Algeria,DZA,13-Apr-20,0.41
Algeria,DZA,14-Apr-20,0.456
Algeria,DZA,15-Apr-20,0.274
Algeria,DZA,16-Apr-20,0.251
Algeria,DZA,17-Apr-20,0.274
Algeria,DZA,18-Apr-20,0.365
Algeria,DZA,19-Apr-20,0.068
Algeria,DZA,20-Apr-20,0.182
Algeria,DZA,21-Apr-20,0.205
Algeria,DZA,22-Apr-20,0.182
Algeria,DZA,23-Apr-20,0.228
Algeria,DZA,24-Apr-20,0.114
Algeria,DZA,25-Apr-20,0.182
Algeria,DZA,26-Apr-20,0.091
Algeria,DZA,27-Apr-20,0.137
Algeria,DZA,28-Apr-20,0.16
Algeria,DZA,29-Apr-20,0.114
Algeria,DZA,30-Apr-20,0.16
Algeria,DZA,1-May-20,0.137
Algeria,DZA,2-May-20,0.068
Algeria,DZA,3-May-20,0.137
Algeria,DZA,4-May-20,0.091
Algeria,DZA,5-May-20,0.046
Algeria,DZA,6-May-20,0.114
Algeria,DZA,7-May-20,0.137
Algeria,DZA,8-May-20,0.16
Algeria,DZA,9-May-20,0.114
Algeria,DZA,10-May-20,0.137
Algeria,DZA,11-May-20,0.182
Algeria,DZA,12-May-20,0.114
Algeria,DZA,13-May-20,0.182
Algeria,DZA,14-May-20,0.16
Algeria,DZA,15-May-20,0.16
Algeria,DZA,16-May-20,0.16
Algeria,DZA,17-May-20,0.137
Algeria,DZA,18-May-20,0.137
Algeria,DZA,19-May-20,0.16
Algeria,DZA,20-May-20,0.137
Algeria,DZA,21-May-20,0.16
Algeria,DZA,22-May-20,0.16
Algeria,DZA,23-May-20,0.16
Algeria,DZA,24-May-20,0.228
Algeria,DZA,25-May-20,0.182
Algeria,DZA,26-May-20,0.205
Algeria,DZA,27-May-20,0.182
Algeria,DZA,28-May-20,0.137
Algeria,DZA,29-May-20,0.16
Algeria,DZA,30-May-20,0.182
Algeria,DZA,31-May-20,0.182
Algeria,DZA,1-Jun-20,0.16
Algeria,DZA,2-Jun-20,0.182
Algeria,DZA,3-Jun-20,0.137
Algeria,DZA,4-Jun-20,0
Algeria,DZA,5-Jun-20,0.319
Algeria,DZA,6-Jun-20,0.205
Algeria,DZA,7-Jun-20,0.182
Algeria,DZA,8-Jun-20,0.205
Algeria,DZA,9-Jun-20,0.182
Algeria,DZA,10-Jun-20,0.205
Algeria,DZA,11-Jun-20,0.182
Algeria,DZA,12-Jun-20,0.205
Algeria,DZA,13-Jun-20,0.228
Algeria,DZA,14-Jun-20,0.205
Algeria,DZA,15-Jun-20,0.16
Algeria,DZA,16-Jun-20,0.228
Algeria,DZA,17-Jun-20,0.251
Algeria,DZA,18-Jun-20,0.251
Algeria,DZA,19-Jun-20,0.274
Algeria,DZA,20-Jun-20,0.319
Algeria,DZA,21-Jun-20,0.274
Algeria,DZA,22-Jun-20,0.182
Algeria,DZA,23-Jun-20,0.16
Algeria,DZA,24-Jun-20,0.205
Algeria,DZA,25-Jun-20,0.182
Algeria,DZA,26-Jun-20,0.205
Algeria,DZA,27-Jun-20,0.16
Algeria,DZA,28-Jun-20,0.16
Algeria,DZA,29-Jun-20,0.114
Algeria,DZA,30-Jun-20,0.182
Algeria,DZA,1-Jul-20,0.16
Algeria,DZA,2-Jul-20,0.182
Algeria,DZA,3-Jul-20,0.182
Algeria,DZA,4-Jul-20,0.205
Algeria,DZA,5-Jul-20,0.205
Algeria,DZA,6-Jul-20,0.137
Algeria,DZA,7-Jul-20,0.16
Algeria,DZA,8-Jul-20,0.205
Algeria,DZA,9-Jul-20,0.228
Algeria,DZA,10-Jul-20,0.228
Algeria,DZA,11-Jul-20,0.182
Algeria,DZA,12-Jul-20,0.182
Algeria,DZA,13-Jul-20,0.16
Algeria,DZA,14-Jul-20,0.16
Algeria,DZA,15-Jul-20,0.228
Algeria,DZA,16-Jul-20,0.274
Algeria,DZA,17-Jul-20,0.274
Algeria,DZA,18-Jul-20,0.114
Algeria,DZA,19-Jul-20,0.251
Algeria,DZA,20-Jul-20,0.228
Algeria,DZA,21-Jul-20,0.205
Algeria,DZA,22-Jul-20,0.296
Algeria,DZA,23-Jul-20,0.251
Algeria,DZA,24-Jul-20,0.296
Algeria,DZA,25-Jul-20,0.274
Algeria,DZA,26-Jul-20,0.228
Algeria,DZA,27-Jul-20,0.205
Algeria,DZA,28-Jul-20,0.182
Algeria,DZA,29-Jul-20,0.251
Algeria,DZA,30-Jul-20,0.274
Algeria,DZA,31-Jul-20,0.319
Algeria,DZA,1-Aug-20,0.228
Algeria,DZA,2-Aug-20,0.296
Algeria,DZA,3-Aug-20,0.182
Algeria,DZA,4-Aug-20,0.182
Algeria,DZA,5-Aug-20,0.205
Algeria,DZA,6-Aug-20,0.296
Algeria,DZA,7-Aug-20,0.274
Algeria,DZA,8-Aug-20,0.205
Algeria,DZA,9-Aug-20,0.251
Andorra,AND,3-Mar-20,0
Andorra,AND,14-Mar-20,0
Andorra,AND,16-Mar-20,0
Andorra,AND,17-Mar-20,0
Andorra,AND,18-Mar-20,0
Andorra,AND,19-Mar-20,0
Andorra,AND,20-Mar-20,0
Andorra,AND,21-Mar-20,0
Andorra,AND,22-Mar-20,0
Andorra,AND,23-Mar-20,0
Andorra,AND,24-Mar-20,0
Andorra,AND,25-Mar-20,0
Andorra,AND,26-Mar-20,0
Andorra,AND,27-Mar-20,38.827
Andorra,AND,28-Mar-20,0
Andorra,AND,29-Mar-20,12.942
Andorra,AND,30-Mar-20,25.885
Andorra,AND,31-Mar-20,25.885
Andorra,AND,1-Apr-20,51.77
Andorra,AND,2-Apr-20,25.885
Andorra,AND,3-Apr-20,12.942
Andorra,AND,4-Apr-20,12.942
Andorra,AND,5-Apr-20,12.942
Andorra,AND,6-Apr-20,12.942
Andorra,AND,7-Apr-20,38.827
Andorra,AND,8-Apr-20,12.942
Andorra,AND,9-Apr-20,12.942
Andorra,AND,10-Apr-20,25.885
Andorra,AND,11-Apr-20,12.942
Andorra,AND,12-Apr-20,25.885
Andorra,AND,13-Apr-20,12.942
Andorra,AND,14-Apr-20,0
Andorra,AND,15-Apr-20,25.885
Andorra,AND,16-Apr-20,25.885
Andorra,AND,17-Apr-20,0
Andorra,AND,18-Apr-20,25.885
Andorra,AND,19-Apr-20,0
Andorra,AND,20-Apr-20,12.942
Andorra,AND,21-Apr-20,0
Andorra,AND,22-Apr-20,12.942
Andorra,AND,23-Apr-20,0
Andorra,AND,24-Apr-20,0
Andorra,AND,25-Apr-20,38.827
Andorra,AND,26-Apr-20,0
Andorra,AND,27-Apr-20,0
Andorra,AND,28-Apr-20,0
Andorra,AND,29-Apr-20,12.942
Andorra,AND,30-Apr-20,12.942
Andorra,AND,1-May-20,0
Andorra,AND,2-May-20,12.942
Andorra,AND,3-May-20,12.942
Andorra,AND,4-May-20,12.942
Andorra,AND,5-May-20,0
Andorra,AND,6-May-20,12.942
Andorra,AND,7-May-20,0
Andorra,AND,8-May-20,12.942
Andorra,AND,9-May-20,0
Andorra,AND,10-May-20,12.942
Andorra,AND,11-May-20,0
Andorra,AND,12-May-20,0
Andorra,AND,13-May-20,0
Andorra,AND,14-May-20,12.942
Andorra,AND,15-May-20,0
Andorra,AND,16-May-20,0
Andorra,AND,17-May-20,25.885
Andorra,AND,18-May-20,0
Andorra,AND,19-May-20,0
Andorra,AND,20-May-20,0
Andorra,AND,21-May-20,0
Andorra,AND,22-May-20,0
Andorra,AND,23-May-20,0
Andorra,AND,24-May-20,0
Andorra,AND,25-May-20,0
Andorra,AND,26-May-20,0
Andorra,AND,27-May-20,0
Andorra,AND,28-May-20,0
Andorra,AND,29-May-20,0
Andorra,AND,30-May-20,0
Andorra,AND,31-May-20,0
Andorra,AND,1-Jun-20,0
Andorra,AND,2-Jun-20,0
Andorra,AND,3-Jun-20,0
Andorra,AND,4-Jun-20,0
Andorra,AND,5-Jun-20,0
Andorra,AND,6-Jun-20,0
Andorra,AND,7-Jun-20,0
Andorra,AND,8-Jun-20,0
Andorra,AND,9-Jun-20,0
Andorra,AND,10-Jun-20,0
Andorra,AND,11-Jun-20,0
Andorra,AND,12-Jun-20,0
Andorra,AND,13-Jun-20,0
Andorra,AND,14-Jun-20,0
Andorra,AND,15-Jun-20,0
Andorra,AND,16-Jun-20,0
Andorra,AND,17-Jun-20,12.942
Andorra,AND,18-Jun-20,0
Andorra,AND,19-Jun-20,0
Andorra,AND,20-Jun-20,0
Andorra,AND,21-Jun-20,0
Andorra,AND,22-Jun-20,0
Andorra,AND,23-Jun-20,0
Andorra,AND,24-Jun-20,0
Andorra,AND,25-Jun-20,0
Andorra,AND,26-Jun-20,0
Andorra,AND,27-Jun-20,0
Andorra,AND,28-Jun-20,0
Andorra,AND,29-Jun-20,0
Andorra,AND,30-Jun-20,0
Andorra,AND,1-Jul-20,0
Andorra,AND,2-Jul-20,0
Andorra,AND,3-Jul-20,0
Andorra,AND,4-Jul-20,0
Andorra,AND,5-Jul-20,0
