Entity,Code,Date,Confirmed COVID-19 deaths per million people (deaths per million),Year,GDP per capita (international-$)
Afghanistan,AFG,"Feb 18, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 19, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 20, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 21, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 22, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 23, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 24, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 25, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 26, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 27, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 28, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Feb 29, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 1, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 2, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 3, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 4, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 5, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 6, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 7, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 8, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 9, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 10, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 11, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 12, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 13, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 14, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 15, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 16, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 17, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 18, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 19, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 20, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 21, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 22, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 23, 2020",0,2017,1803.98748708124
Afghanistan,AFG,"Mar 24, 2020",0.026,2017,1803.98748708124
Afghanistan,AFG,"Mar 25, 2020",0.026,2017,1803.98748708124
Afghanistan,AFG,"Mar 26, 2020",0.026,2017,1803.98748708124
Afghanistan,AFG,"Mar 27, 2020",0.026,2017,1803.98748708124
Afghanistan,AFG,"Mar 28, 2020",0.051,2017,1803.98748708124
Afghanistan,AFG,"Mar 29, 2020",0.077,2017,1803.98748708124
Afghanistan,AFG,"Mar 30, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Mar 31, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 1, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 2, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 3, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 4, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 5, 2020",0.128,2017,1803.98748708124
Afghanistan,AFG,"Apr 6, 2020",0.18,2017,1803.98748708124
Afghanistan,AFG,"Apr 7, 2020",0.18,2017,1803.98748708124
Afghanistan,AFG,"Apr 8, 2020",0.283,2017,1803.98748708124
Afghanistan,AFG,"Apr 9, 2020",0.36,2017,1803.98748708124
Afghanistan,AFG,"Apr 10, 2020",0.385,2017,1803.98748708124
Afghanistan,AFG,"Apr 11, 2020",0.385,2017,1803.98748708124
Afghanistan,AFG,"Apr 12, 2020",0.462,2017,1803.98748708124
Afghanistan,AFG,"Apr 13, 2020",0.462,2017,1803.98748708124
Afghanistan,AFG,"Apr 14, 2020",0.539,2017,1803.98748708124
Afghanistan,AFG,"Apr 15, 2020",0.591,2017,1803.98748708124
Afghanistan,AFG,"Apr 16, 2020",0.642,2017,1803.98748708124
Afghanistan,AFG,"Apr 17, 2020",0.745,2017,1803.98748708124
Afghanistan,AFG,"Apr 18, 2020",0.771,2017,1803.98748708124
Afghanistan,AFG,"Apr 19, 2020",0.771,2017,1803.98748708124
Afghanistan,AFG,"Apr 20, 2020",0.848,2017,1803.98748708124
Afghanistan,AFG,"Apr 21, 2020",0.899,2017,1803.98748708124
Afghanistan,AFG,"Apr 22, 2020",0.925,2017,1803.98748708124
Afghanistan,AFG,"Apr 23, 2020",1.028,2017,1803.98748708124
Afghanistan,AFG,"Apr 24, 2020",1.079,2017,1803.98748708124
Afghanistan,AFG,"Apr 25, 2020",1.105,2017,1803.98748708124
Afghanistan,AFG,"Apr 26, 2020",1.207,2017,1803.98748708124
Afghanistan,AFG,"Apr 27, 2020",1.464,2017,1803.98748708124
Afghanistan,AFG,"Apr 28, 2020",1.464,2017,1803.98748708124
Afghanistan,AFG,"Apr 29, 2020",1.541,2017,1803.98748708124
Afghanistan,AFG,"Apr 30, 2020",1.541,2017,1803.98748708124
Afghanistan,AFG,"May 1, 2020",1.644,2017,1803.98748708124
Afghanistan,AFG,"May 2, 2020",1.747,2017,1803.98748708124
Afghanistan,AFG,"May 3, 2020",1.85,2017,1803.98748708124
Afghanistan,AFG,"May 4, 2020",2.183,2017,1803.98748708124
Afghanistan,AFG,"May 5, 2020",2.312,2017,1803.98748708124
Afghanistan,AFG,"May 6, 2020",2.44,2017,1803.98748708124
Afghanistan,AFG,"May 7, 2020",2.672,2017,1803.98748708124
Afghanistan,AFG,"May 8, 2020",2.723,2017,1803.98748708124
Afghanistan,AFG,"May 9, 2020",2.8,2017,1803.98748708124
Afghanistan,AFG,"May 10, 2020",2.954,2017,1803.98748708124
Afghanistan,AFG,"May 11, 2020",3.083,2017,1803.98748708124
Afghanistan,AFG,"May 12, 2020",3.134,2017,1803.98748708124
Afghanistan,AFG,"May 13, 2020",3.262,2017,1803.98748708124
Afghanistan,AFG,"May 14, 2020",3.339,2017,1803.98748708124
Afghanistan,AFG,"May 15, 2020",3.494,2017,1803.98748708124
Afghanistan,AFG,"May 16, 2020",4.316,2017,1803.98748708124
Afghanistan,AFG,"May 17, 2020",4.316,2017,1803.98748708124
Afghanistan,AFG,"May 18, 2020",4.341,2017,1803.98748708124
Afghanistan,AFG,"May 19, 2020",4.444,2017,1803.98748708124
Afghanistan,AFG,"May 20, 2020",4.573,2017,1803.98748708124
Afghanistan,AFG,"May 21, 2020",4.804,2017,1803.98748708124
Afghanistan,AFG,"May 22, 2020",4.958,2017,1803.98748708124
Afghanistan,AFG,"May 23, 2020",5.266,2017,1803.98748708124
Afghanistan,AFG,"May 24, 2020",5.549,2017,1803.98748708124
Afghanistan,AFG,"May 25, 2020",5.6,2017,1803.98748708124
Afghanistan,AFG,"May 26, 2020",5.626,2017,1803.98748708124
Afghanistan,AFG,"May 27, 2020",5.651,2017,1803.98748708124
Afghanistan,AFG,"May 28, 2020",5.831,2017,1803.98748708124
Afghanistan,AFG,"May 29, 2020",6.037,2017,1803.98748708124
Afghanistan,AFG,"May 30, 2020",6.319,2017,1803.98748708124
Afghanistan,AFG,"May 31, 2020",6.396,2017,1803.98748708124
Afghanistan,AFG,"Jun 1, 2020",6.602,2017,1803.98748708124
Afghanistan,AFG,"Jun 2, 2020",6.807,2017,1803.98748708124
Afghanistan,AFG,"Jun 3, 2020",6.936,2017,1803.98748708124
Afghanistan,AFG,"Jun 4, 2020",7.552,2017,1803.98748708124
Afghanistan,AFG,"Jun 5, 2020",7.706,2017,1803.98748708124
Afghanistan,AFG,"Jun 6, 2020",7.938,2017,1803.98748708124
Afghanistan,AFG,"Jun 7, 2020",8.4,2017,1803.98748708124
Afghanistan,AFG,"Jun 8, 2020",9.171,2017,1803.98748708124
Afghanistan,AFG,"Jun 9, 2020",9.479,2017,1803.98748708124
Afghanistan,AFG,"Jun 10, 2020",9.864,2017,1803.98748708124
Afghanistan,AFG,"Jun 11, 2020",10.404,2017,1803.98748708124
Afghanistan,AFG,"Jun 12, 2020",10.943,2017,1803.98748708124
Afghanistan,AFG,"Jun 13, 2020",11.457,2017,1803.98748708124
Afghanistan,AFG,"Jun 14, 2020",11.585,2017,1803.98748708124
Afghanistan,AFG,"Jun 15, 2020",12.099,2017,1803.98748708124
Afghanistan,AFG,"Jun 16, 2020",12.279,2017,1803.98748708124
Afghanistan,AFG,"Jun 17, 2020",12.613,2017,1803.98748708124
Afghanistan,AFG,"Jun 18, 2020",12.947,2017,1803.98748708124
Afghanistan,AFG,"Jun 19, 2020",14.026,2017,1803.98748708124
Afghanistan,AFG,"Jun 20, 2020",14.077,2017,1803.98748708124
Afghanistan,AFG,"Jun 21, 2020",14.617,2017,1803.98748708124
Afghanistan,AFG,"Jun 22, 2020",14.925,2017,1803.98748708124
Afghanistan,AFG,"Jun 23, 2020",15.362,2017,1803.98748708124
Afghanistan,AFG,"Jun 24, 2020",15.875,2017,1803.98748708124
Afghanistan,AFG,"Jun 25, 2020",16.415,2017,1803.98748708124
Afghanistan,AFG,"Jun 26, 2020",17.34,2017,1803.98748708124
Afghanistan,AFG,"Jun 27, 2020",17.545,2017,1803.98748708124
Afghanistan,AFG,"Jun 28, 2020",18.059,2017,1803.98748708124
Afghanistan,AFG,"Jun 29, 2020",18.521,2017,1803.98748708124
Afghanistan,AFG,"Jun 30, 2020",18.829,2017,1803.98748708124
Afghanistan,AFG,"Jul 1, 2020",19.163,2017,1803.98748708124
Afghanistan,AFG,"Jul 2, 2020",19.883,2017,1803.98748708124
Afghanistan,AFG,"Jul 3, 2020",20.73,2017,1803.98748708124
Afghanistan,AFG,"Jul 4, 2020",21.039,2017,1803.98748708124
Afghanistan,AFG,"Jul 5, 2020",21.218,2017,1803.98748708124
Afghanistan,AFG,"Jul 6, 2020",22.195,2017,1803.98748708124
Afghanistan,AFG,"Jul 7, 2020",23.633,2017,1803.98748708124
Afghanistan,AFG,"Jul 8, 2020",24.044,2017,1803.98748708124
Afghanistan,AFG,"Jul 9, 2020",24.07,2017,1803.98748708124
Afghanistan,AFG,"Jul 10, 2020",24.584,2017,1803.98748708124
Afghanistan,AFG,"Jul 11, 2020",25.534,2017,1803.98748708124
Afghanistan,AFG,"Jul 12, 2020",25.945,2017,1803.98748708124
Afghanistan,AFG,"Jul 13, 2020",25.945,2017,1803.98748708124
Afghanistan,AFG,"Jul 14, 2020",25.996,2017,1803.98748708124
Afghanistan,AFG,"Jul 15, 2020",26.844,2017,1803.98748708124
Afghanistan,AFG,"Jul 16, 2020",28.103,2017,1803.98748708124
Afghanistan,AFG,"Jul 17, 2020",28.642,2017,1803.98748708124
Afghanistan,AFG,"Jul 18, 2020",29.464,2017,1803.98748708124
Afghanistan,AFG,"Jul 19, 2020",29.901,2017,1803.98748708124
Afghanistan,AFG,"Jul 20, 2020",30.338,2017,1803.98748708124
Afghanistan,AFG,"Jul 21, 2020",30.466,2017,1803.98748708124
Afghanistan,AFG,"Jul 22, 2020",30.569,2017,1803.98748708124
Afghanistan,AFG,"Jul 23, 2020",31.108,2017,1803.98748708124
Afghanistan,AFG,"Jul 24, 2020",31.108,2017,1803.98748708124
Afghanistan,AFG,"Jul 25, 2020",32.008,2017,1803.98748708124
Afghanistan,AFG,"Jul 26, 2020",32.341,2017,1803.98748708124
Afghanistan,AFG,"Jul 27, 2020",32.598,2017,1803.98748708124
Afghanistan,AFG,"Jul 28, 2020",32.624,2017,1803.98748708124
Afghanistan,AFG,"Jul 29, 2020",32.65,2017,1803.98748708124
Afghanistan,AFG,"Jul 30, 2020",32.65,2017,1803.98748708124
Afghanistan,AFG,"Jul 31, 2020",32.65,2017,1803.98748708124
Afghanistan,AFG,"Aug 1, 2020",32.958,2017,1803.98748708124
Afghanistan,AFG,"Aug 2, 2020",32.958,2017,1803.98748708124
Afghanistan,AFG,"Aug 3, 2020",32.984,2017,1803.98748708124
Afghanistan,AFG,"Aug 4, 2020",33.086,2017,1803.98748708124
Afghanistan,AFG,"Aug 5, 2020",33.241,2017,1803.98748708124
Afghanistan,AFG,"Aug 6, 2020",33.343,2017,1803.98748708124
Afghanistan,AFG,"Aug 7, 2020",33.343,2017,1803.98748708124
Afghanistan,AFG,"Aug 8, 2020",33.575,2017,1803.98748708124
Afghanistan,AFG,"Aug 9, 2020",33.703,2017,1803.98748708124
Afghanistan,AFG,"Aug 10, 2020",33.703,2017,1803.98748708124
Albania,ALB,"Dec 31, 2019",,2017,11803.4305936025
Albania,ALB,"Jan 1, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 2, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 3, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 4, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 5, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 6, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 7, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 8, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 9, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 10, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 11, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 12, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 13, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 14, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 15, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 16, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 17, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 18, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 19, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 20, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 21, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 22, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 23, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 24, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 25, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 26, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 27, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 28, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 29, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 30, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 31, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 1, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 2, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 3, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 4, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 5, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 6, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 7, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 8, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 9, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 10, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 11, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 12, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 13, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 14, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 15, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 16, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 17, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 18, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 19, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 20, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 21, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 22, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 23, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 24, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 25, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 26, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 27, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 28, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 29, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 1, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 2, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 3, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 4, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 5, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 6, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 7, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 8, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 9, 2020",0,2017,11803.4305936025
Albania,ALB,"Mar 10, 2020",0,2017,11803.4305936025
Albania,ALB,"Mar 11, 2020",0,2017,11803.4305936025
Albania,ALB,"Mar 12, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 13, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 14, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 15, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 16, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 17, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 18, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 19, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 20, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 21, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 22, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 23, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 24, 2020",1.39,2017,11803.4305936025
Albania,ALB,"Mar 25, 2020",1.737,2017,11803.4305936025
Albania,ALB,"Mar 26, 2020",1.737,2017,11803.4305936025
Albania,ALB,"Mar 27, 2020",2.085,2017,11803.4305936025
Albania,ALB,"Mar 28, 2020",3.127,2017,11803.4305936025
Albania,ALB,"Mar 29, 2020",3.475,2017,11803.4305936025
Albania,ALB,"Mar 30, 2020",3.475,2017,11803.4305936025
Albania,ALB,"Mar 31, 2020",4.17,2017,11803.4305936025
Albania,ALB,"Apr 1, 2020",5.212,2017,11803.4305936025
Albania,ALB,"Apr 2, 2020",5.212,2017,11803.4305936025
Albania,ALB,"Apr 3, 2020",5.56,2017,11803.4305936025
Albania,ALB,"Apr 4, 2020",5.907,2017,11803.4305936025
Albania,ALB,"Apr 5, 2020",6.602,2017,11803.4305936025
Albania,ALB,"Apr 6, 2020",7.297,2017,11803.4305936025
Albania,ALB,"Apr 7, 2020",7.645,2017,11803.4305936025
Albania,ALB,"Apr 8, 2020",7.645,2017,11803.4305936025
Albania,ALB,"Apr 9, 2020",7.645,2017,11803.4305936025
Albania,ALB,"Apr 10, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 11, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 12, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 13, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 14, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 15, 2020",8.34,2017,11803.4305936025
Albania,ALB,"Apr 16, 2020",8.687,2017,11803.4305936025
Albania,ALB,"Apr 17, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 18, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 19, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 20, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 21, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 22, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 23, 2020",9.382,2017,11803.4305936025
Albania,ALB,"Apr 24, 2020",9.382,2017,11803.4305936025
Albania,ALB,"Apr 25, 2020",9.382,2017,11803.4305936025
Albania,ALB,"Apr 26, 2020",9.382,2017,11803.4305936025
Albania,ALB,"Apr 27, 2020",9.73,2017,11803.4305936025
Albania,ALB,"Apr 28, 2020",9.73,2017,11803.4305936025
Albania,ALB,"Apr 29, 2020",10.425,2017,11803.4305936025
Albania,ALB,"Apr 30, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 1, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 2, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 3, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 4, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 5, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 6, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 7, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 8, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 9, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 10, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 11, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 12, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 13, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 14, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 15, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 16, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 17, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 18, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 19, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 20, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 21, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 22, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 23, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 24, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 25, 2020",11.12,2017,11803.4305936025
Albania,ALB,"May 26, 2020",11.12,2017,11803.4305936025
Albania,ALB,"May 27, 2020",11.467,2017,11803.4305936025
Albania,ALB,"May 28, 2020",11.467,2017,11803.4305936025
Albania,ALB,"May 29, 2020",11.467,2017,11803.4305936025
Albania,ALB,"May 30, 2020",11.467,2017,11803.4305936025
Albania,ALB,"May 31, 2020",11.467,2017,11803.4305936025
Albania,ALB,"Jun 1, 2020",11.467,2017,11803.4305936025
Albania,ALB,"Jun 2, 2020",11.467,2017,11803.4305936025
Albania,ALB,"Jun 3, 2020",11.467,2017,11803.4305936025
Albania,ALB,"Jun 4, 2020",11.467,2017,11803.4305936025
Albania,ALB,"Jun 5, 2020",11.467,2017,11803.4305936025
Albania,ALB,"Jun 6, 2020",11.467,2017,11803.4305936025
Albania,ALB,"Jun 7, 2020",11.815,2017,11803.4305936025
Albania,ALB,"Jun 8, 2020",11.815,2017,11803.4305936025
Albania,ALB,"Jun 9, 2020",11.815,2017,11803.4305936025
Albania,ALB,"Jun 10, 2020",11.815,2017,11803.4305936025
Albania,ALB,"Jun 11, 2020",11.815,2017,11803.4305936025
Albania,ALB,"Jun 12, 2020",12.162,2017,11803.4305936025
Albania,ALB,"Jun 13, 2020",12.51,2017,11803.4305936025
Albania,ALB,"Jun 14, 2020",12.51,2017,11803.4305936025
Albania,ALB,"Jun 15, 2020",12.51,2017,11803.4305936025
Albania,ALB,"Jun 16, 2020",12.51,2017,11803.4305936025
Albania,ALB,"Jun 17, 2020",12.857,2017,11803.4305936025
Albania,ALB,"Jun 18, 2020",13.205,2017,11803.4305936025
Albania,ALB,"Jun 19, 2020",13.552,2017,11803.4305936025
Albania,ALB,"Jun 20, 2020",14.594,2017,11803.4305936025
Albania,ALB,"Jun 21, 2020",14.942,2017,11803.4305936025
Albania,ALB,"Jun 22, 2020",15.289,2017,11803.4305936025
Albania,ALB,"Jun 23, 2020",15.289,2017,11803.4305936025
Albania,ALB,"Jun 24, 2020",15.637,2017,11803.4305936025
Albania,ALB,"Jun 25, 2020",16.332,2017,11803.4305936025
Albania,ALB,"Jun 26, 2020",17.027,2017,11803.4305936025
Albania,ALB,"Jun 27, 2020",17.722,2017,11803.4305936025
